,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,YEAR,MONTH,MONTH_NAME,DAY,DAY_NAME,DAY_OF_WEEK,HOUR,DISTANCE_KM
178,2016-03-03 09:45:00,2016-03-03 09:52:00,Personal,Whitebridge,Westpark Place,2.2,Others,2016,3,March,3,Thursday,3,9,3.5398
179,2016-03-03 11:04:00,2016-03-03 11:10:00,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies,2016,3,March,3,Thursday,3,11,3.7007
180,2016-03-03 14:44:00,2016-03-03 14:58:00,Business,Whitebridge,Northwoods,5.2,Meal/Entertain,2016,3,March,3,Thursday,3,14,8.3668
181,2016-03-03 15:27:00,2016-03-03 15:48:00,Business,Cary,Raleigh,7.6,Customer Visit,2016,3,March,3,Thursday,3,15,12.228399999999999
182,2016-03-03 16:02:00,2016-03-03 16:42:00,Business,Raleigh,Cary,17.3,Meeting,2016,3,March,3,Thursday,3,16,27.8357
183,2016-03-04 07:47:00,2016-03-04 08:06:00,Business,Cary,Durham,9.9,Meeting,2016,3,March,4,Friday,4,7,15.9291
184,2016-03-04 09:46:00,2016-03-04 10:03:00,Business,Durham,Cary,9.9,Customer Visit,2016,3,March,4,Friday,4,9,15.9291
185,2016-03-04 11:46:00,2016-03-04 12:06:00,Business,Cary,Durham,10.4,Meeting,2016,3,March,4,Friday,4,11,16.7336
186,2016-03-04 13:03:00,2016-03-04 13:25:00,Business,Durham,Cary,10.9,Meeting,2016,3,March,4,Friday,4,13,17.5381
187,2016-03-04 13:40:00,2016-03-04 14:09:00,Business,Cary,Raleigh,15.7,Customer Visit,2016,3,March,4,Friday,4,13,25.2613
188,2016-03-04 15:56:00,2016-03-04 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,2016,3,March,4,Friday,4,15,7.8841
189,2016-03-04 16:16:00,2016-03-04 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,2016,3,March,4,Friday,4,16,1.2872000000000001
190,2016-03-04 16:43:00,2016-03-04 17:12:00,Business,Raleigh,Cary,13.5,Meeting,2016,3,March,4,Friday,4,16,21.7215
191,2016-03-04 19:02:00,2016-03-04 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,2016,3,March,4,Friday,4,19,3.0570999999999997
192,2016-03-04 19:16:00,2016-03-04 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,2016,3,March,4,Friday,4,19,3.218
193,2016-03-05 11:44:00,2016-03-05 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,2016,3,March,5,Saturday,5,11,10.4585
194,2016-03-05 12:57:00,2016-03-05 13:12:00,Personal,Weston,Weston,4.2,Others,2016,3,March,5,Saturday,5,12,6.7578000000000005
195,2016-03-05 14:08:00,2016-03-05 14:18:00,Personal,Morrisville,Cary,3.5,Others,2016,3,March,5,Saturday,5,14,5.6315
196,2016-03-05 14:39:00,2016-03-05 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,2016,3,March,5,Saturday,5,14,12.5502
197,2016-03-05 16:52:00,2016-03-05 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,2016,3,March,5,Saturday,5,16,12.5502
198,2016-03-05 17:23:00,2016-03-05 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,2016,3,March,5,Saturday,5,17,6.2751
199,2016-03-07 09:10:00,2016-03-07 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016,3,March,7,Monday,0,9,4.505199999999999
200,2016-03-07 09:23:00,2016-03-07 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,2016,3,March,7,Monday,0,9,19.9516
201,2016-03-07 12:10:00,2016-03-07 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,2016,3,March,7,Monday,0,12,9.4931
202,2016-03-07 13:57:00,2016-03-07 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,2016,3,March,7,Monday,0,13,15.124600000000001
203,2016-03-07 15:19:00,2016-03-07 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,2016,3,March,7,Monday,0,15,19.147100000000002
204,2016-03-08 14:38:00,2016-03-08 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,2016,3,March,8,Tuesday,1,14,11.5848
205,2016-03-08 15:35:00,2016-03-08 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,2016,3,March,8,Tuesday,1,15,12.228399999999999
206,2016-03-08 16:13:00,2016-03-08 16:25:00,Personal,Whitebridge,Whitebridge,1.6,Others,2016,3,March,8,Tuesday,1,16,2.5744000000000002
207,2016-03-10 03:36:00,2016-03-10 03:53:00,Business,Cary,Morrisville,8.4,Meeting,2016,3,March,10,Thursday,3,3,13.515600000000001
208,2016-03-10 10:08:00,2016-03-10 10:37:00,Business,East Austin,West University,12.8,Meeting,2016,3,March,10,Thursday,3,10,20.595200000000002
209,2016-03-10 14:39:00,2016-03-10 14:55:00,Business,West University,South Congress,2.3,Others,2016,3,March,10,Thursday,3,14,3.7007
210,2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,Others,2016,3,March,10,Thursday,3,16,2.5744000000000002
211,2016-03-11 09:47:00,2016-03-11 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,2016,3,March,11,Friday,4,9,3.218
212,2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,Others,2016,3,March,11,Friday,4,10,1.2872000000000001
213,2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,Others,2016,3,March,11,Friday,4,11,1.9307999999999998
214,2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,Others,2016,3,March,11,Friday,4,13,1.609
215,2016-03-11 19:21:00,2016-03-11 19:35:00,Business,South Congress,The Drag,2.1,Others,2016,3,March,11,Friday,4,19,3.3789000000000002
216,2016-03-12 09:13:00,2016-03-12 09:22:00,Business,The Drag,South Congress,2.2,Others,2016,3,March,12,Saturday,5,9,3.5398
217,2016-03-12 18:27:00,2016-03-12 18:37:00,Personal,South Congress,The Drag,1.9,Others,2016,3,March,12,Saturday,5,18,3.0570999999999997
218,2016-03-13 09:07:00,2016-03-13 09:37:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,2016,3,March,13,Sunday,6,9,9.1713
219,2016-03-13 18:23:00,2016-03-13 18:43:00,Business,South Congress,North Austin,8.4,Meal/Entertain,2016,3,March,13,Sunday,6,18,13.515600000000001
220,2016-03-13 20:07:00,2016-03-13 20:28:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,2016,3,March,13,Sunday,6,20,9.9758
221,2016-03-13 20:39:00,2016-03-13 20:58:00,Business,The Drag,North Austin,10.5,Meal/Entertain,2016,3,March,13,Sunday,6,20,16.8945
222,2016-03-13 21:11:00,2016-03-13 21:23:00,Business,North Austin,Coxville,7.2,Meal/Entertain,2016,3,March,13,Sunday,6,21,11.5848
223,2016-03-13 22:19:00,2016-03-13 22:39:00,Business,Coxville,The Drag,12.5,Others,2016,3,March,13,Sunday,6,22,20.1125
224,2016-03-14 08:34:00,2016-03-14 08:49:00,Business,The Drag,South Congress,2.0,Errand/Supplies,2016,3,March,14,Monday,0,8,3.218
225,2016-03-14 18:39:00,2016-03-14 18:55:00,Business,South Congress,The Drag,2.7,Others,2016,3,March,14,Monday,0,18,4.3443000000000005
226,2016-03-15 08:45:00,2016-03-15 08:57:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,2016,3,March,15,Tuesday,1,8,3.218
227,2016-03-15 20:48:00,2016-03-15 21:01:00,Business,Downtown,The Drag,2.8,Meal/Entertain,2016,3,March,15,Tuesday,1,20,4.505199999999999
228,2016-03-16 11:34:00,2016-03-16 11:45:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,2016,3,March,16,Wednesday,2,11,2.7353
229,2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,Others,2016,3,March,16,Wednesday,2,14,3.218
230,2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,2016,3,March,16,Wednesday,2,18,3.3789000000000002
231,2016-03-17 00:33:00,2016-03-17 00:44:00,Personal,Downtown,The Drag,1.7,Others,2016,3,March,17,Thursday,3,0,2.7353
232,2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,2016,3,March,17,Thursday,3,12,218.824
233,2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,2016,3,March,17,Thursday,3,15,48.5918
234,2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,2016,3,March,17,Thursday,3,17,24.9395
235,2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,Others,2016,3,March,17,Thursday,3,18,7.8841
236,2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,Others,2016,3,March,17,Thursday,3,20,20.2734
237,2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,Others,2016,3,March,17,Thursday,3,21,16.7336
238,2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,2016,3,March,18,Friday,4,7,1.7699
239,2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,2016,3,March,18,Friday,4,8,1.7699
240,2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,2016,3,March,18,Friday,4,18,21.238799999999998
241,2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,2016,3,March,18,Friday,4,19,1.609
242,2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,2016,3,March,18,Friday,4,21,14.8028
243,2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,2016,3,March,19,Saturday,5,9,15.124600000000001
244,2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,2016,3,March,19,Saturday,5,12,19.308
245,2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,2016,3,March,19,Saturday,5,14,56.4759
246,2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,2016,3,March,19,Saturday,5,15,58.7285
247,2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,2016,3,March,19,Saturday,5,17,4.9879
248,2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,2016,3,March,19,Saturday,5,17,3.3789000000000002
249,2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,Others,2016,3,March,19,Saturday,5,17,1.9307999999999998
250,2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,2016,3,March,19,Saturday,5,18,12.067499999999999
251,2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,2016,3,March,19,Saturday,5,19,91.713
252,2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,2016,3,March,20,Sunday,6,7,9.4931
253,2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,2016,3,March,20,Sunday,6,11,9.9758
254,2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,Others,2016,3,March,20,Sunday,6,17,16.7336
255,2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,Others,2016,3,March,20,Sunday,6,18,1.9307999999999998
256,2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,2016,3,March,20,Sunday,6,18,15.446399999999999
257,2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,Others,2016,3,March,21,Monday,0,10,1.609
258,2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,2016,3,March,21,Monday,0,16,1.4481
259,2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,Others,2016,3,March,21,Monday,0,18,14.1592
260,2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,2016,3,March,21,Monday,0,20,41.190400000000004
261,2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,2016,3,March,22,Tuesday,1,6,37.007
262,2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,Others,2016,3,March,22,Tuesday,1,12,13.0329
263,2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,Others,2016,3,March,22,Tuesday,1,19,2.2525999999999997
264,2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,Others,2016,3,March,23,Wednesday,2,14,2.7353
265,2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,Others,2016,3,March,23,Wednesday,2,14,2.5744000000000002
266,2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,Others,2016,3,March,24,Thursday,3,19,3.218
267,2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,Others,2016,3,March,24,Thursday,3,20,3.5398
268,2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,2016,3,March,25,Friday,4,13,231.696
269,2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,2016,3,March,25,Friday,4,16,499.2727
270,2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,2016,3,March,25,Friday,4,22,323.409
271,2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,Others,2016,3,March,26,Saturday,5,14,10.7803
272,2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,Others,2016,3,March,26,Saturday,5,15,14.1592
273,2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,Others,2016,3,March,26,Saturday,5,16,1.9307999999999998
274,2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,2016,3,March,27,Sunday,6,0,3.3789000000000002
275,2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,2016,3,March,27,Sunday,6,1,10.619399999999999
276,2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,2016,3,March,27,Sunday,6,15,9.8149
277,2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,Others,2016,3,March,27,Sunday,6,21,11.1021
278,2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,Others,2016,3,March,27,Sunday,6,23,11.7457
279,2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,Others,2016,3,March,28,Monday,0,12,5.7924
280,2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,Others,2016,3,March,28,Monday,0,19,43.7648
281,2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,Others,2016,3,March,28,Monday,0,22,41.3513
282,2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,Others,2016,3,March,29,Tuesday,1,15,21.8824
283,2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,Others,2016,3,March,29,Tuesday,1,18,9.9758
284,2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,Others,2016,3,March,29,Tuesday,1,20,9.654
285,2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,Others,2016,3,March,29,Tuesday,1,23,22.2042
286,2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,2016,3,March,30,Wednesday,2,22,46.3392
287,2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,2016,3,March,31,Thursday,3,12,25.9049
288,2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,2016,3,March,31,Thursday,3,14,26.3876
289,2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,2016,4,April,1,Friday,4,13,17.698999999999998
290,2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,2016,4,April,1,Friday,4,14,24.9395
291,2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,2016,4,April,1,Friday,4,16,32.6627
292,2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,Others,2016,4,April,1,Friday,4,16,1.1262999999999999
293,2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,Others,2016,4,April,2,Saturday,5,8,8.849499999999999
294,2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,Others,2016,4,April,2,Saturday,5,11,8.2059
295,2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,2016,4,April,2,Saturday,5,12,124.3757
296,2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,2016,4,April,2,Saturday,5,16,129.5245
297,2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,2016,4,April,2,Saturday,5,19,280.2878
298,2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,2016,4,April,2,Saturday,5,23,231.696
299,2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,2016,4,April,3,Sunday,6,2,256.31370000000004
300,2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,2016,4,April,5,Tuesday,1,21,12.7111
301,2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016,4,April,6,Wednesday,2,0,12.872
302,2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,2016,4,April,7,Thursday,3,18,9.8149
303,2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,2016,4,April,7,Thursday,3,19,9.8149
304,2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,2016,4,April,8,Friday,4,12,16.8945
305,2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,2016,4,April,8,Friday,4,13,13.998299999999999
306,2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016,4,April,8,Friday,4,13,2.8962
307,2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,2016,4,April,8,Friday,4,14,30.731900000000003
308,2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,2016,4,April,8,Friday,4,16,29.927400000000002
309,2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016,4,April,12,Tuesday,1,9,4.505199999999999
310,2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,2016,4,April,12,Tuesday,1,9,14.3201
311,2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,2016,4,April,12,Tuesday,1,10,12.067499999999999
312,2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,2016,4,April,12,Tuesday,1,12,25.5831
313,2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,2016,4,April,12,Tuesday,1,13,10.4585
314,2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,2016,4,April,14,Thursday,3,7,24.6177
315,2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,2016,4,April,14,Thursday,3,16,22.0433
316,2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,2016,4,April,15,Friday,4,11,19.147100000000002
317,2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,2016,4,April,15,Friday,4,12,2.2525999999999997
318,2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,2016,4,April,15,Friday,4,14,24.456799999999998
319,2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,2016,4,April,16,Saturday,5,12,9.654
320,2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,2016,4,April,16,Saturday,5,15,9.8149
321,2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,2016,4,April,19,Tuesday,1,17,13.1938
322,2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016,4,April,19,Tuesday,1,19,12.872
323,2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,2016,4,April,22,Friday,4,8,21.8824
324,2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,2016,4,April,22,Friday,4,10,36.2025
325,2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,2016,4,April,22,Friday,4,12,16.7336
326,2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,2016,4,April,22,Friday,4,13,16.09
327,2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016,4,April,23,Saturday,5,17,9.654
328,2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,2016,4,April,23,Saturday,5,18,10.4585
329,2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,2016,4,April,24,Sunday,6,19,4.9879
330,2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,2016,4,April,24,Sunday,6,19,3.0570999999999997
331,2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,2016,4,April,24,Sunday,6,21,6.7578000000000005
332,2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,2016,4,April,27,Wednesday,2,13,7.8841
333,2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,2016,4,April,27,Wednesday,2,14,7.723199999999999
334,2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,2016,4,April,28,Thursday,3,12,19.9516
335,2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,2016,4,April,28,Thursday,3,13,52.7752
336,2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,2016,4,April,28,Thursday,3,22,8.849499999999999
337,2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,2016,4,April,29,Friday,4,11,15.9291
338,2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,2016,4,April,29,Friday,4,13,16.09
339,2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,2016,4,April,29,Friday,4,18,22.8478
340,2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,2016,4,April,29,Friday,4,22,29.2838
341,2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,2016,4,April,30,Saturday,5,18,12.3893
342,2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,Others,2016,4,April,30,Saturday,5,22,10.9412
343,2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,2016,5,May,1,Sunday,6,13,3.3789000000000002
344,2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,Others,2016,5,May,1,Sunday,6,14,3.7007
345,2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,2016,5,May,1,Sunday,6,17,9.9758
346,2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,2016,5,May,1,Sunday,6,17,12.067499999999999
347,2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,2016,5,May,1,Sunday,6,22,4.9879
348,2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,2016,5,May,2,Monday,0,14,3.5398
349,2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,2016,5,May,2,Monday,0,15,6.2751
350,2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016,5,May,3,Tuesday,1,22,4.0225
351,2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016,5,May,4,Wednesday,2,15,13.998299999999999
352,2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,2016,5,May,4,Wednesday,2,20,23.3305
353,2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,2016,5,May,4,Wednesday,2,21,7.2405
354,2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,2016,5,May,4,Wednesday,2,22,8.045
355,2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,2016,5,May,5,Thursday,3,21,22.8478
356,2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,2016,5,May,5,Thursday,3,22,4.6661
357,2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,2016,5,May,5,Thursday,3,23,20.7561
358,2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,2016,5,May,6,Friday,4,5,23.1696
